Data_Venda,Produto,Categoria,Quantidade_Vendida,Preço,Receita,Região
2023-04-19,Feijão,Alimentos,22,385.91,8490.02,Oeste
2023-12-03,Calça,Roupas,6,372.11,2232.66,Oeste
2023-11-14,Quebra-Cabeça,Brinquedos,30,253.9,7617.0,Sul
2023-07-15,Jaqueta,Roupas,13,455.64,5923.32,Leste
2023-12-01,Boneca,Brinquedos,39,330.31,12882.09,Sul
2023-02-14,Jaqueta,Roupas,39,371.24,14478.36,Leste
2023-12-03,Blocos de Montar,Brinquedos,43,486.24,20908.32,Leste
2023-10-07,Boneca,Brinquedos,38,90.93,3455.34,Sul
2023-05-01,Cadeira,Móveis,47,240.75,11315.25,Sul
2023-06-25,Carrinho,Brinquedos,32,171.84,5498.88,Leste
2023-03-05,Tablet,Eletrônicos,45,478.72,21542.4,Oeste
2023-03-28,Boneca,Brinquedos,2,335.76,671.52,Leste
2023-06-27,Sapato,Roupas,3,459.95,1379.85,Norte
2023-06-21,Frutas,Alimentos,17,337.28,5733.759999999999,Oeste
2023-09-20,Camisa,Roupas,35,270.07,9452.449999999999,Leste
2023-03-17,Carrinho,Brinquedos,23,260.54,5992.42,Norte
2023-08-22,Sapato,Roupas,24,285.72,6857.280000000001,Norte
2023-01-21,Blocos de Montar,Brinquedos,3,410.46,1231.3799999999999,Leste
2023-07-25,Laptop,Eletrônicos,3,29.23,87.69,Oeste
2023-04-03,Camisa,Roupas,27,293.67,7929.09,Oeste
2023-10-09,Carne,Alimentos,45,346.0,15570.0,Sul
2023-10-10,Blocos de Montar,Brinquedos,2,474.55,949.1,Oeste
2023-05-12,Mesa,Móveis,23,363.61,8363.03,Leste
2023-08-12,Laptop,Eletrônicos,13,481.55,6260.150000000001,Oeste
2023-01-14,Arroz,Alimentos,24,483.93,11614.32,Sul
2023-01-03,Arroz,Alimentos,14,219.18,3068.52,Leste
2023-09-14,Frutas,Alimentos,36,66.11,2379.96,Oeste
2023-05-22,Tablet,Eletrônicos,11,456.69,5023.59,Norte
2023-01-18,Cadeira,Móveis,10,254.99,2549.9,Sul
2023-06-27,Smartphone,Eletrônicos,40,81.93,3277.2000000000003,Sul
2023-10-08,Boneca,Brinquedos,36,46.05,1657.8,Norte
2023-02-19,Frutas,Alimentos,45,236.54,10644.3,Sul
2023-03-29,Blocos de Montar,Brinquedos,5,483.43,2417.15,Sul
2023-09-25,Laptop,Eletrônicos,16,71.57,1145.12,Sul
2023-08-17,Carne,Alimentos,44,163.65,7200.6,Leste
2023-11-25,Feijão,Alimentos,23,259.93,5978.39,Oeste
2023-07-23,Feijão,Alimentos,8,218.34,1746.72,Leste
2023-11-16,Sofá,Móveis,16,333.1,5329.6,Norte
2023-05-10,Carrinho,Brinquedos,12,179.14,2149.68,Leste
2023-07-23,Feijão,Alimentos,3,118.61,355.83,Oeste
2023-01-09,Feijão,Alimentos,1,44.25,44.25,Sul
2023-02-10,Smartphone,Eletrônicos,9,485.72,4371.4800000000005,Norte
2023-05-14,Sapato,Roupas,8,320.69,2565.52,Leste
2023-04-23,Blocos de Montar,Brinquedos,35,243.65,8527.75,Leste
2023-07-29,Feijão,Alimentos,19,271.36,5155.84,Norte
2023-11-10,Cadeira,Móveis,36,188.97,6802.92,Oeste
2023-04-15,Cadeira,Móveis,28,56.82,1590.96,Norte
2023-09-30,Cadeira,Móveis,8,256.04,2048.32,Leste
2023-02-01,Smartphone,Eletrônicos,45,296.44,13339.8,Oeste
2023-01-01,Carrinho,Brinquedos,20,290.84,5816.799999999999,Sul
2023-11-30,Cadeira,Móveis,35,465.87,16305.45,Norte
2023-08-05,Laptop,Eletrônicos,4,238.53,954.12,Oeste
2023-08-22,Cadeira,Móveis,35,372.01,13020.35,Sul
2023-05-22,Blocos de Montar,Brinquedos,43,137.18,5898.740000000001,Sul
2023-06-14,Jaqueta,Roupas,27,153.76,4151.5199999999995,Oeste
2023-08-16,Cadeira,Móveis,26,188.56,4902.56,Leste
2023-06-06,Boneca,Brinquedos,16,497.28,7956.48,Norte
2023-08-28,Sofá,Móveis,44,205.02,9020.880000000001,Sul
2023-01-05,Jaqueta,Roupas,39,362.22,14126.580000000002,Leste
2023-11-17,Calça,Roupas,36,17.33,623.8799999999999,Norte
2023-03-20,Laptop,Eletrônicos,32,498.26,15944.32,Oeste
2023-03-17,Calça,Roupas,42,358.02,15036.84,Oeste
2023-07-02,Cadeira,Móveis,17,51.52,875.84,Norte
2023-12-08,Arroz,Alimentos,28,326.52,9142.56,Sul
2023-03-20,Camisa,Roupas,7,420.87,2946.09,Oeste
2023-04-29,Boneca,Brinquedos,8,174.63,1397.04,Sul
2023-09-19,Carrinho,Brinquedos,33,284.19,9378.27,Norte
2023-05-22,Mesa,Móveis,39,12.46,485.94000000000005,Sul
2023-04-17,Blocos de Montar,Brinquedos,13,151.18,1965.3400000000001,Leste
2023-07-13,Mesa,Móveis,19,294.09,5587.709999999999,Sul
2023-10-16,Cadeira,Móveis,25,215.0,5375.0,Leste
2023-05-07,Calça,Roupas,40,287.22,11488.800000000001,Norte
2023-01-31,Blocos de Montar,Brinquedos,16,191.27,3060.32,Oeste
2023-03-02,Sofá,Móveis,48,155.0,7440.0,Leste
2023-03-21,Mesa,Móveis,18,402.86,7251.4800000000005,Oeste
2023-01-28,Estante,Móveis,29,343.11,9950.19,Norte
2023-11-03,Smartphone,Eletrônicos,36,213.01,7668.36,Norte
2023-09-07,Cadeira,Móveis,32,201.83,6458.56,Sul
2023-02-25,Laptop,Eletrônicos,16,294.11,4705.76,Oeste
2023-09-06,Câmera,Eletrônicos,8,307.14,2457.12,Sul
2023-09-09,Calça,Roupas,22,474.44,10437.68,Sul
2023-04-23,Carne,Alimentos,48,146.14,7014.719999999999,Sul
2023-06-05,Smartphone,Eletrônicos,27,55.01,1485.27,Norte
2023-04-18,Sapato,Roupas,41,390.44,16008.039999999999,Norte
2023-09-12,Smartphone,Eletrônicos,18,11.53,207.54,Leste
2023-08-28,Calça,Roupas,45,50.54,2274.3,Norte
2023-10-07,Boneca,Brinquedos,12,36.41,436.91999999999996,Norte
2023-02-22,Cadeira,Móveis,20,134.22,2684.4,Oeste
2023-09-06,Mesa,Móveis,28,240.44,6732.32,Sul
2023-04-02,Sapato,Roupas,26,133.14,3461.6399999999994,Leste
2023-10-24,Sofá,Móveis,10,380.79,3807.9,Sul
2023-05-14,Sofá,Móveis,18,289.64,5213.5199999999995,Norte
2023-04-27,Calça,Roupas,38,187.59,7128.42,Oeste
2023-11-21,Boneca,Brinquedos,2,377.32,754.64,Leste
2023-01-15,Sapato,Roupas,43,417.48,17951.64,Sul
2023-06-11,Smartphone,Eletrônicos,20,240.35,4807.0,Leste
2023-10-07,Boneca,Brinquedos,23,70.88,1630.2399999999998,Leste
2023-06-25,Sofá,Móveis,39,477.05,18604.95,Oeste
2023-06-23,Frutas,Alimentos,46,340.95,15683.699999999999,Leste
2023-01-29,Tablet,Eletrônicos,17,240.84,4094.28,Sul
2023-11-02,Cadeira,Móveis,14,449.78,6296.92,Norte
2023-12-18,Smartphone,Eletrônicos,40,346.6,13864.0,Norte
2023-05-03,Mesa,Móveis,48,307.56,14762.880000000001,Norte
2023-03-24,Carne,Alimentos,9,470.27,4232.43,Sul
2023-10-29,Estante,Móveis,11,354.72,3901.92,Oeste
2023-09-03,Feijão,Alimentos,31,16.9,523.9,Leste
2023-05-16,Carrinho,Brinquedos,30,306.01,9180.3,Sul
2023-12-27,Estante,Móveis,34,26.8,911.2,Leste
2023-08-29,Quebra-Cabeça,Brinquedos,27,109.12,2946.2400000000002,Oeste
2023-10-09,Frutas,Alimentos,45,468.71,21091.95,Sul
2023-10-13,Sofá,Móveis,5,152.84,764.2,Leste
2023-03-08,Blocos de Montar,Brinquedos,17,78.98,1342.66,Sul
2023-07-19,Sapato,Roupas,43,313.48,13479.640000000001,Oeste
2023-05-01,Quebra-Cabeça,Brinquedos,28,324.95,9098.6,Leste
2023-10-03,Blocos de Montar,Brinquedos,5,238.23,1191.1499999999999,Leste
2023-11-06,Mesa,Móveis,45,101.99,4589.55,Sul
2023-09-09,Sapato,Roupas,5,136.5,682.5,Norte
2023-05-21,Boneca,Brinquedos,27,82.59,2229.9300000000003,Oeste
2023-05-27,Cadeira,Móveis,2,450.93,901.86,Oeste
2023-12-08,Carrinho,Brinquedos,6,158.82,952.92,Sul
2023-09-20,Carne,Alimentos,36,320.18,11526.48,Leste
2023-11-12,Carne,Alimentos,2,298.33,596.66,Norte
2023-02-08,Laptop,Eletrônicos,17,328.62,5586.54,Oeste
2023-06-29,Estante,Móveis,44,425.04,18701.760000000002,Oeste
2023-12-03,Tablet,Eletrônicos,17,158.27,2690.59,Sul
2023-11-09,Jaqueta,Roupas,34,249.5,8483.0,Leste
2023-03-08,Mesa,Móveis,23,260.83,5999.089999999999,Leste
2023-08-10,Camisa,Roupas,17,282.47,4801.990000000001,Sul
2023-01-18,Arroz,Alimentos,2,94.13,188.26,Sul
2023-01-02,Frutas,Alimentos,40,15.16,606.4,Norte
2023-08-27,Câmera,Eletrônicos,22,362.08,7965.759999999999,Leste
2023-08-18,Boneca,Brinquedos,2,424.92,849.84,Oeste
2023-07-03,Câmera,Eletrônicos,7,108.38,758.66,Oeste
2023-09-17,Tablet,Eletrônicos,41,29.33,1202.53,Oeste
2023-06-08,Laptop,Eletrônicos,20,342.54,6850.8,Oeste
2023-06-21,Camisa,Roupas,8,463.07,3704.56,Sul
2023-06-27,Carrinho,Brinquedos,14,448.11,6273.54,Oeste
2023-10-22,Frutas,Alimentos,4,245.32,981.28,Norte
2023-09-09,Boneca,Brinquedos,24,399.84,9596.16,Oeste
2023-05-20,Arroz,Alimentos,35,281.23,9843.050000000001,Norte
2023-11-18,Frutas,Alimentos,49,215.04,10536.96,Sul
2023-07-17,Laptop,Eletrônicos,9,261.44,2352.96,Oeste
2023-04-14,Arroz,Alimentos,7,219.45,1536.1499999999999,Leste
2023-09-30,Sapato,Roupas,39,273.91,10682.490000000002,Oeste
2023-04-05,Sofá,Móveis,47,438.6,20614.2,Leste
2023-03-06,Smartphone,Eletrônicos,18,20.61,370.98,Norte
2023-09-01,Mesa,Móveis,48,235.85,11320.8,Oeste
2023-04-25,Carrinho,Brinquedos,27,108.72,2935.44,Norte
2023-02-20,Sapato,Roupas,35,113.78,3982.3,Leste
2023-12-02,Jaqueta,Roupas,41,364.22,14933.02,Norte
2023-10-30,Carrinho,Brinquedos,23,427.09,9823.07,Oeste
2023-05-05,Calça,Roupas,23,353.11,8121.530000000001,Norte
2023-01-23,Blocos de Montar,Brinquedos,29,54.71,1586.59,Norte
2023-12-08,Sapato,Roupas,29,137.59,3990.11,Norte
2023-11-17,Carrinho,Brinquedos,41,339.34,13912.939999999999,Sul
2023-10-10,Estante,Móveis,21,171.99,3611.79,Oeste
2023-09-10,Carne,Alimentos,45,51.08,2298.6,Sul
2023-04-16,Jaqueta,Roupas,25,144.54,3613.5,Norte
2023-09-19,Quebra-Cabeça,Brinquedos,43,165.91,7134.13,Oeste
2023-06-04,Tablet,Eletrônicos,20,377.53,7550.599999999999,Norte
2023-10-07,Carrinho,Brinquedos,2,352.52,705.04,Oeste
2023-09-04,Blocos de Montar,Brinquedos,34,468.26,15920.84,Sul
2023-11-23,Carne,Alimentos,17,343.95,5847.15,Leste
2023-12-21,Smartphone,Eletrônicos,11,413.31,4546.41,Norte
2023-04-04,Sofá,Móveis,41,36.46,1494.8600000000001,Norte
2023-05-13,Sofá,Móveis,19,489.84,9306.96,Sul
2023-11-01,Tablet,Eletrônicos,26,296.29,7703.540000000001,Oeste
2023-02-27,Camisa,Roupas,28,296.65,8306.199999999999,Norte
2023-08-05,Laptop,Eletrônicos,25,63.41,1585.25,Oeste
2023-03-28,Boneca,Brinquedos,30,337.21,10116.3,Leste
2023-09-25,Carne,Alimentos,11,165.13,1816.4299999999998,Sul
2023-08-08,Camisa,Roupas,36,276.65,9959.4,Leste
2023-09-07,Frutas,Alimentos,3,190.31,570.9300000000001,Leste
2023-12-17,Camisa,Roupas,41,454.94,18652.54,Sul
2023-08-01,Boneca,Brinquedos,12,155.8,1869.6000000000001,Oeste
2023-08-14,Smartphone,Eletrônicos,40,270.73,10829.2,Oeste
2023-02-23,Cadeira,Móveis,33,103.5,3415.5,Leste
2023-12-24,Carrinho,Brinquedos,14,217.01,3038.14,Sul
2023-09-01,Jaqueta,Roupas,26,212.89,5535.139999999999,Leste
2023-12-05,Boneca,Brinquedos,13,53.61,696.93,Sul
2023-03-25,Sofá,Móveis,14,214.35,3000.9,Norte
2023-06-13,Calça,Roupas,30,233.18,6995.400000000001,Norte
2023-03-13,Laptop,Eletrônicos,24,121.3,2911.2,Oeste
2023-06-17,Jaqueta,Roupas,1,347.72,347.72,Oeste
2023-10-09,Câmera,Eletrônicos,3,315.09,945.27,Norte
2023-08-19,Sofá,Móveis,30,445.0,13350.0,Sul
2023-01-28,Frutas,Alimentos,33,171.89,5672.37,Norte
2023-04-07,Mesa,Móveis,21,188.86,3966.0600000000004,Oeste
2023-02-16,Tablet,Eletrônicos,44,498.78,21946.32,Leste
2023-04-25,Feijão,Alimentos,29,129.07,3743.0299999999997,Sul
2023-08-02,Mesa,Móveis,35,356.93,12492.550000000001,Norte
2023-05-06,Tablet,Eletrônicos,15,105.13,1576.9499999999998,Norte
2023-01-05,Carrinho,Brinquedos,44,447.69,19698.36,Norte
2023-08-14,Smartphone,Eletrônicos,21,277.23,5821.83,Sul
2023-08-12,Sapato,Roupas,24,217.43,5218.32,Norte
2023-12-17,Laptop,Eletrônicos,49,486.76,23851.239999999998,Oeste
2023-02-09,Sapato,Roupas,22,30.57,672.54,Oeste
2023-07-12,Tablet,Eletrônicos,20,475.67,9513.4,Leste
2023-01-28,Estante,Móveis,36,414.58,14924.88,Oeste
2023-12-25,Sapato,Roupas,36,284.06,10226.16,Leste
2023-09-11,Frutas,Alimentos,30,110.58,3317.4,Sul
2023-09-17,Blocos de Montar,Brinquedos,43,424.99,18274.57,Leste
2023-09-24,Blocos de Montar,Brinquedos,45,499.69,22486.05,Oeste
2023-01-26,Boneca,Brinquedos,14,369.4,5171.599999999999,Sul
2023-02-28,Frutas,Alimentos,16,466.22,7459.52,Leste
2023-04-30,Jaqueta,Roupas,30,360.89,10826.699999999999,Oeste
2023-03-28,Tablet,Eletrônicos,22,367.16,8077.52,Norte
2023-03-15,Arroz,Alimentos,25,170.35,4258.75,Leste
2023-05-17,Calça,Roupas,29,294.95,8553.55,Norte
2023-06-16,Carrinho,Brinquedos,37,487.28,18029.36,Sul
2023-12-18,Carne,Alimentos,47,97.77,4595.19,Oeste
2023-07-04,Feijão,Alimentos,47,421.87,19827.89,Sul
2023-06-05,Feijão,Alimentos,26,154.38,4013.88,Leste
2023-01-07,Carne,Alimentos,19,376.39,7151.41,Oeste
2023-12-29,Quebra-Cabeça,Brinquedos,5,34.23,171.14999999999998,Leste
2023-06-03,Jaqueta,Roupas,12,317.53,3810.3599999999997,Sul
2023-12-23,Calça,Roupas,49,125.38,6143.62,Leste
2023-04-08,Feijão,Alimentos,15,259.65,3894.7499999999995,Leste
2023-04-23,Boneca,Brinquedos,23,27.18,625.14,Oeste
2023-03-01,Sofá,Móveis,41,165.82,6798.62,Sul
2023-07-27,Câmera,Eletrônicos,41,442.04,18123.64,Norte
2023-06-16,Laptop,Eletrônicos,45,226.82,10206.9,Norte
2023-06-22,Smartphone,Eletrônicos,9,276.66,2489.94,Norte
2023-02-07,Jaqueta,Roupas,15,342.66,5139.900000000001,Oeste
2023-07-09,Sofá,Móveis,30,384.48,11534.400000000001,Norte
2023-12-07,Sofá,Móveis,30,25.08,752.4,Norte
2023-10-12,Mesa,Móveis,15,205.1,3076.5,Oeste
2023-11-12,Cadeira,Móveis,41,54.26,2224.66,Norte
2023-11-10,Sofá,Móveis,49,385.97,18912.530000000002,Oeste
2023-09-03,Carne,Alimentos,21,434.06,9115.26,Leste
2023-11-14,Arroz,Alimentos,46,206.93,9518.78,Leste
2023-01-27,Carne,Alimentos,36,259.85,9354.6,Leste
2023-05-28,Camisa,Roupas,31,485.94,15064.14,Oeste
2023-02-10,Carne,Alimentos,31,123.21,3819.5099999999998,Sul
2023-10-05,Câmera,Eletrônicos,15,202.0,3030.0,Norte
2023-10-04,Calça,Roupas,38,104.08,3955.04,Sul
2023-07-17,Frutas,Alimentos,46,429.51,19757.46,Oeste
2023-02-21,Sofá,Móveis,44,495.49,21801.56,Norte
2023-02-07,Carrinho,Brinquedos,44,46.76,2057.44,Sul
2023-03-09,Frutas,Alimentos,39,246.12,9598.68,Leste
2023-08-02,Arroz,Alimentos,9,431.27,3881.43,Leste
2023-02-05,Mesa,Móveis,36,54.62,1966.32,Oeste
2023-11-29,Boneca,Brinquedos,9,334.04,3006.36,Sul
2023-12-17,Sapato,Roupas,34,214.5,7293.0,Oeste
2023-04-11,Quebra-Cabeça,Brinquedos,19,78.63,1493.9699999999998,Leste
2023-11-16,Quebra-Cabeça,Brinquedos,24,113.97,2735.2799999999997,Oeste
2023-03-31,Camisa,Roupas,4,13.18,52.72,Leste
2023-08-02,Sofá,Móveis,17,420.7,7151.9,Leste
2023-04-11,Mesa,Móveis,46,312.47,14373.62,Oeste
2023-07-01,Boneca,Brinquedos,28,349.87,9796.36,Oeste
2023-11-17,Carne,Alimentos,36,140.12,5044.32,Norte
2023-01-28,Camisa,Roupas,8,135.58,1084.64,Norte
2023-06-27,Calça,Roupas,12,425.36,5104.32,Norte
2023-03-15,Arroz,Alimentos,34,187.52,6375.68,Leste
2023-07-07,Tablet,Eletrônicos,37,304.01,11248.369999999999,Oeste
2023-08-06,Sofá,Móveis,24,228.6,5486.4,Sul
2023-09-15,Calça,Roupas,17,442.2,7517.4,Sul
2023-09-05,Quebra-Cabeça,Brinquedos,7,11.66,81.62,Norte
2023-01-27,Laptop,Eletrônicos,7,455.35,3187.4500000000003,Leste
2023-09-20,Carrinho,Brinquedos,7,16.85,117.95000000000002,Oeste
2023-10-23,Sofá,Móveis,20,288.07,5761.4,Leste
2023-12-08,Smartphone,Eletrônicos,13,131.2,1705.6,Leste
2023-09-21,Smartphone,Eletrônicos,22,199.98,4399.5599999999995,Oeste
2023-11-12,Smartphone,Eletrônicos,24,129.22,3101.2799999999997,Sul
2023-04-13,Calça,Roupas,27,104.58,2823.66,Sul
2023-11-07,Carrinho,Brinquedos,12,25.91,310.92,Oeste
2023-06-27,Mesa,Móveis,4,100.34,401.36,Norte
2023-03-03,Arroz,Alimentos,7,41.85,292.95,Norte
2023-12-13,Quebra-Cabeça,Brinquedos,46,273.66,12588.36,Leste
2023-03-19,Laptop,Eletrônicos,25,486.53,12163.25,Sul
2023-03-23,Câmera,Eletrônicos,47,189.23,8893.81,Oeste
2023-05-03,Camisa,Roupas,20,445.03,8900.599999999999,Sul
2023-05-07,Camisa,Roupas,27,233.31,6299.37,Oeste
2023-12-20,Câmera,Eletrônicos,9,22.26,200.34,Leste
2023-09-26,Sofá,Móveis,25,429.72,10743.0,Leste
2023-07-09,Frutas,Alimentos,17,105.64,1795.88,Leste
2023-11-08,Frutas,Alimentos,42,378.54,15898.68,Norte
2023-12-25,Blocos de Montar,Brinquedos,6,439.81,2638.86,Leste
2023-07-21,Smartphone,Eletrônicos,22,364.1,8010.200000000001,Norte
2023-10-13,Jaqueta,Roupas,16,85.5,1368.0,Norte
2023-03-26,Camisa,Roupas,46,254.33,11699.18,Norte
2023-04-14,Laptop,Eletrônicos,21,209.85,4406.849999999999,Oeste
2023-02-06,Carrinho,Brinquedos,7,326.44,2285.08,Leste
2023-09-06,Laptop,Eletrônicos,2,302.7,605.4,Sul
2023-06-25,Carrinho,Brinquedos,12,445.49,5345.88,Leste
2023-02-15,Blocos de Montar,Brinquedos,13,226.83,2948.79,Oeste
2023-07-22,Jaqueta,Roupas,3,165.6,496.79999999999995,Norte
2023-02-28,Laptop,Eletrônicos,46,123.81,5695.26,Sul
2023-03-02,Boneca,Brinquedos,29,395.46,11468.34,Sul
2023-11-17,Blocos de Montar,Brinquedos,1,94.95,94.95,Leste
2023-09-18,Calça,Roupas,39,19.09,744.51,Sul
2023-01-11,Laptop,Eletrônicos,6,267.59,1605.54,Sul
2023-08-31,Sapato,Roupas,34,41.32,1404.88,Leste
2023-05-13,Estante,Móveis,3,302.0,906.0,Sul
2023-07-22,Feijão,Alimentos,35,135.51,4742.849999999999,Norte
2023-04-16,Carne,Alimentos,8,363.79,2910.32,Norte
2023-05-17,Jaqueta,Roupas,4,62.31,249.24,Sul
2023-10-28,Calça,Roupas,4,178.08,712.32,Norte
2023-01-03,Laptop,Eletrônicos,19,122.18,2321.42,Norte
2023-09-22,Carrinho,Brinquedos,46,400.36,18416.56,Sul
2023-05-09,Quebra-Cabeça,Brinquedos,8,428.76,3430.08,Oeste
2023-03-21,Camisa,Roupas,5,73.12,365.6,Leste
2023-02-19,Calça,Roupas,47,36.28,1705.16,Sul
2023-09-18,Carrinho,Brinquedos,5,61.19,305.95,Sul
2023-02-05,Quebra-Cabeça,Brinquedos,49,384.12,18821.88,Norte
2023-07-23,Frutas,Alimentos,34,235.57,8009.38,Sul
2023-07-29,Câmera,Eletrônicos,10,52.05,520.5,Norte
2023-03-21,Feijão,Alimentos,32,267.3,8553.6,Norte
2023-05-15,Calça,Roupas,16,499.67,7994.72,Sul
2023-03-24,Mesa,Móveis,5,159.01,795.05,Sul
2023-01-18,Blocos de Montar,Brinquedos,6,481.38,2888.2799999999997,Leste
2023-06-21,Quebra-Cabeça,Brinquedos,38,304.1,11555.800000000001,Oeste
2023-05-21,Carne,Alimentos,4,124.88,499.52,Oeste
2023-09-03,Camisa,Roupas,30,348.43,10452.9,Norte
2023-12-04,Cadeira,Móveis,49,252.36,12365.640000000001,Norte
2023-06-18,Carne,Alimentos,19,262.05,4978.95,Norte
2023-01-05,Sapato,Roupas,4,308.29,1233.16,Oeste
2023-11-27,Câmera,Eletrônicos,40,465.42,18616.8,Leste
2023-04-25,Arroz,Alimentos,8,154.02,1232.16,Sul
2023-02-19,Estante,Móveis,10,252.63,2526.3,Sul
2023-01-30,Mesa,Móveis,16,485.78,7772.48,Leste
2023-06-26,Sapato,Roupas,48,377.57,18123.36,Oeste
2023-08-15,Sapato,Roupas,42,404.46,16987.32,Leste
2023-01-08,Frutas,Alimentos,20,192.04,3840.7999999999997,Norte
2023-12-07,Frutas,Alimentos,29,104.1,3018.8999999999996,Oeste
2023-10-25,Estante,Móveis,36,19.94,717.84,Sul
2023-11-27,Boneca,Brinquedos,11,483.34,5316.74,Norte
2023-05-02,Laptop,Eletrônicos,11,38.49,423.39000000000004,Leste
2023-08-12,Carne,Alimentos,28,137.67,3854.7599999999998,Leste
2023-12-14,Câmera,Eletrônicos,25,438.72,10968.0,Oeste
2023-08-16,Tablet,Eletrônicos,10,209.79,2097.9,Norte
2023-05-07,Calça,Roupas,5,247.83,1239.15,Norte
2023-06-27,Feijão,Alimentos,32,95.04,3041.28,Sul
2023-04-06,Mesa,Móveis,17,473.82,8054.94,Sul
2023-11-30,Jaqueta,Roupas,46,443.08,20381.68,Sul
2023-11-28,Jaqueta,Roupas,9,284.95,2564.5499999999997,Sul
2023-09-17,Boneca,Brinquedos,31,114.78,3558.18,Sul
2023-09-18,Feijão,Alimentos,25,342.41,8560.25,Norte
2023-09-06,Carne,Alimentos,9,95.72,861.48,Oeste
2023-09-28,Tablet,Eletrônicos,8,464.09,3712.72,Oeste
2023-11-09,Quebra-Cabeça,Brinquedos,6,298.17,1789.02,Leste
2023-06-08,Cadeira,Móveis,19,164.24,3120.5600000000004,Sul
2023-03-03,Carne,Alimentos,43,436.15,18754.45,Sul
2023-12-15,Feijão,Alimentos,43,261.22,11232.460000000001,Norte
2023-09-04,Camisa,Roupas,39,438.74,17110.86,Leste
2023-05-31,Cadeira,Móveis,10,25.22,252.2,Oeste
2023-09-09,Sapato,Roupas,4,454.37,1817.48,Leste
2023-03-20,Arroz,Alimentos,2,422.8,845.6,Norte
2023-03-04,Smartphone,Eletrônicos,7,17.59,123.13,Sul
2023-01-12,Tablet,Eletrônicos,45,214.82,9666.9,Leste
2023-06-21,Blocos de Montar,Brinquedos,22,318.92,7016.240000000001,Sul
2023-02-21,Estante,Móveis,38,291.47,11075.86,Leste
2023-12-30,Blocos de Montar,Brinquedos,34,235.96,8022.64,Norte
2023-12-19,Carrinho,Brinquedos,15,92.51,1387.65,Sul
2023-07-29,Camisa,Roupas,32,330.76,10584.32,Norte
2023-01-05,Calça,Roupas,36,216.92,7809.12,Sul
2023-12-14,Jaqueta,Roupas,31,133.28,4131.68,Norte
2023-06-02,Boneca,Brinquedos,37,329.08,12175.96,Leste
2023-04-23,Carrinho,Brinquedos,38,119.99,4559.62,Leste
2023-08-14,Blocos de Montar,Brinquedos,19,482.14,9160.66,Oeste
2023-06-07,Mesa,Móveis,19,144.18,2739.42,Oeste
2023-07-26,Quebra-Cabeça,Brinquedos,44,86.4,3801.6000000000004,Leste
2023-09-16,Smartphone,Eletrônicos,36,240.42,8655.119999999999,Leste
2023-12-27,Sapato,Roupas,23,326.87,7518.01,Oeste
2023-09-28,Cadeira,Móveis,46,113.59,5225.14,Sul
2023-07-09,Frutas,Alimentos,46,414.87,19084.02,Oeste
2023-01-06,Carne,Alimentos,14,45.25,633.5,Oeste
2023-03-08,Tablet,Eletrônicos,35,61.0,2135.0,Sul
2023-12-02,Carne,Alimentos,10,449.9,4499.0,Oeste
2023-05-20,Feijão,Alimentos,36,477.01,17172.36,Norte
2023-12-18,Câmera,Eletrônicos,24,464.83,11155.92,Norte
2023-07-23,Carrinho,Brinquedos,36,478.71,17233.559999999998,Oeste
2023-09-02,Arroz,Alimentos,21,445.55,9356.550000000001,Oeste
2023-12-08,Smartphone,Eletrônicos,14,427.13,5979.82,Oeste
2023-01-06,Jaqueta,Roupas,3,475.0,1425.0,Leste
2023-11-08,Cadeira,Móveis,26,450.99,11725.74,Sul
2023-04-23,Sapato,Roupas,6,471.57,2829.42,Sul
2023-06-21,Quebra-Cabeça,Brinquedos,49,239.95,11757.55,Oeste
2023-09-29,Feijão,Alimentos,7,408.03,2856.21,Leste
2023-10-31,Sofá,Móveis,47,213.67,10042.49,Oeste
2023-07-15,Quebra-Cabeça,Brinquedos,29,33.33,966.5699999999999,Leste
2023-06-21,Câmera,Eletrônicos,23,169.13,3889.99,Oeste
2023-05-22,Frutas,Alimentos,40,181.5,7260.0,Sul
2023-09-28,Smartphone,Eletrônicos,48,316.71,15202.079999999998,Leste
2023-08-22,Câmera,Eletrônicos,12,349.8,4197.6,Leste
2023-05-24,Jaqueta,Roupas,31,147.23,4564.13,Norte
2023-09-03,Carrinho,Brinquedos,14,364.66,5105.240000000001,Leste
2023-06-07,Jaqueta,Roupas,8,126.43,1011.44,Oeste
2023-04-18,Calça,Roupas,9,374.76,3372.84,Leste
2023-02-16,Cadeira,Móveis,1,102.45,102.45,Oeste
2023-06-24,Cadeira,Móveis,5,249.15,1245.75,Leste
2023-01-01,Jaqueta,Roupas,13,411.55,5350.150000000001,Oeste
2023-12-15,Calça,Roupas,31,224.37,6955.47,Norte
2023-06-11,Estante,Móveis,12,358.09,4297.08,Sul
2023-09-30,Blocos de Montar,Brinquedos,45,131.88,5934.599999999999,Leste
2023-07-08,Boneca,Brinquedos,31,150.1,4653.099999999999,Oeste
2023-07-19,Calça,Roupas,23,458.44,10544.12,Sul
2023-05-31,Camisa,Roupas,19,15.08,286.52,Oeste
2023-10-28,Sapato,Roupas,1,64.19,64.19,Norte
2023-09-24,Carne,Alimentos,37,269.26,9962.619999999999,Leste
2023-05-13,Jaqueta,Roupas,6,123.17,739.02,Leste
2023-07-24,Câmera,Eletrônicos,19,337.5,6412.5,Oeste
